name,description,exchange,industry,close,SMA50,ADRP,ATRP,average_volume_10d_calc,average_volume_30d_calc,dollar_volume_30d,Perf.1M,perf_1m_rank,Perf.3M,perf_3m_rank,Perf.6M,perf_6m_rank,momentum_score,atr_extension_from_50d,is_top_1m,is_top_3m,is_top_6m
BRBR,"BellRing Brands, Inc.",NYSE,Beverages: Non-Alcoholic,9.14,11.64,5.59,6.56,3034139.0,3540766.8666666667,32362609.0,-18.97,335,1.9,179,-45.66,397,-20.91,-3.28,False,False,False
PCG,Pacific Gas & Electric Co.,NYSE,Electric Utilities,13.8,16.87,6.02,6.09,83341966.4,44761208.733333334,617704681.0,-20.51,356,-18.15,282,-24.47,337,-21.04,-2.99,False,False,False
TTD,"The Trade Desk, Inc.",NASDAQ,Packaged Software,14.34,16.22,4.02,5.0,18226546.999999993,26247414.166666675,376387919.0,6.54,91,-23.6,313,-46.18,398,-21.08,-2.31,False,False,False
UUUU,Energy Fuels Inc,AMEX,Other Metals/Minerals,12.95,13.49,5.91,6.56,5697626.3,6815837.666666667,88265098.0,-14.24,282,-13.55,260,-35.7,381,-21.16,-0.61,False,False,False
MRCY,Mercury Systems Inc,NASDAQ,Aerospace & Defense,80.61,99.44,4.35,5.6,648656.2,749060.4333333333,60381762.0,-27.99,396,-32.69,352,-2.81,248,-21.16,-3.38,False,False,False
AAOI,"Applied Optoelectronics, Inc.",NASDAQ,Semiconductors,105.36,114.74,5.73,9.82,6083266.5,10601351.1,1116958352.0,-25.65,384,-39.15,385,0.95,238,-21.28,-0.83,False,False,False
EIX,Edison International,NYSE,Electric Utilities,56.0,71.16,5.37,5.96,10324400.6,5867785.4,328595982.0,-19.56,346,-22.81,309,-22.28,328,-21.55,-3.58,False,False,False
BIRK,Birkenstock Holding plc,NYSE,Apparel/Footwear,31.13,38.94,4.0,4.91,2226050.5,2946186.6333333333,91714790.0,-16.54,307,-33.21,357,-14.95,303,-21.57,-4.09,False,False,False
CRI,"Carter's, Inc.",NYSE,Apparel/Footwear Retail,30.43,37.06,4.11,4.62,1621105.4,1357567.8333333333,41310789.0,-23.87,376,-28.32,330,-13.01,296,-21.73,-3.87,False,False,False
COCO,"The Vita Coco Company, Inc.",NASDAQ,Food: Specialty/Candy,52.01,65.0,4.04,4.71,1355189.4,1002336.4666666667,52131520.0,-20.11,351,-33.87,361,-11.64,291,-21.87,-4.24,False,False,False
ALB,Albemarle Corporation,NYSE,Chemicals: Specialty,117.52,127.19,4.49,4.9,2544347.7,2338717.433333333,274846073.0,-10.81,249,-27.27,324,-28.37,354,-22.15,-1.55,False,False,False
FLO,"Flowers Foods, Inc.",NYSE,Food: Specialty/Candy,6.09,7.46,4.18,4.41,8073055.700000005,6816064.599999978,41509833.0,-15.12,291,-20.91,301,-30.48,361,-22.17,-4.16,False,False,False
FTAI,FTAI Aviation Ltd.,NASDAQ,Aerospace & Defense,186.06,209.84,4.34,5.73,1333232.3000000014,1343782.7666666668,250024222.0,-19.9,347,-23.83,314,-23.15,333,-22.29,-1.98,False,False,False
FPS,"Forgent Power Solutions, Inc.",NYSE,Electrical Products,31.82,36.61,5.12,6.63,5745924.1,5795825.6,184423171.0,-19.2,341,-45.91,397,-2.36,243,-22.49,-1.97,False,False,False
ENPH,"Enphase Energy, Inc.",NASDAQ,Electrical Products,36.35,39.5,5.04,5.85,4375426.5,4176052.533333333,151799510.0,-15.91,302,-35.2,369,-16.38,308,-22.5,-1.36,False,False,False
CENX,Century Aluminum Company,NASDAQ,Aluminum,44.05,45.69,4.64,5.77,1495593.2,2009863.8666666667,88534503.0,-16.64,309,-27.69,327,-23.86,335,-22.73,-0.62,False,False,False
MTZ,"MasTec, Inc.",NYSE,Engineering & Construction,240.41,295.75,4.33,5.56,1372992.3,1568217.1333333333,377015081.0,-15.04,290,-33.37,358,-19.91,320,-22.77,-3.37,False,False,False
CASY,"Caseys General Stores, Inc.",NASDAQ,Specialty Stores,615.47,816.08,4.45,5.4,772100.6,449955.06666666665,276933845.0,-25.53,383,-33.1,355,-9.73,279,-22.79,-4.55,False,False,False
QS,QuantumScape Corporation,NASDAQ,Electrical Products,5.28,5.84,4.26,5.21,10905538.5,15050242.233333332,79465279.0,-18.77,331,-26.87,322,-23.92,336,-23.19,-1.84,False,False,False
EROC,"ERock, Inc.",NYSE,Electrical Products,12.7,12.43,8.16,10.26,2253983.5,2799357.6333333333,35551842.0,-3.2,163,-29.64,337,-36.82,385,-23.22,0.21,False,False,False
ALHC,"Alignment Healthcare, Inc.",NASDAQ,Managed Health Care,12.61,16.37,4.36,5.43,4290360.3,5452269.433333334,68753118.0,-4.47,181,-38.28,381,-26.94,345,-23.23,-4.23,False,False,False
AA,Alcoa Corporation,NYSE,Aluminum,48.26,48.58,4.04,4.52,3226894.2000000803,4504567.466666642,217390426.0,-11.29,253,-30.73,339,-28.06,350,-23.36,-0.14,False,False,False
CRML,Critical Metals Corp.,NASDAQ,Precious Metals,6.43,6.96,9.51,9.0,5656213.2,7209946.8,46359958.0,-6.81,202,-34.39,366,-31.6,368,-24.27,-0.84,False,False,False
USAR,"USA Rare Earth, Inc.",NASDAQ,Metal Fabrication,15.56,17.34,7.01,7.64,12721805.8,13164858.8,204845203.0,-19.15,338,-31.96,344,-22.43,329,-24.51,-1.34,False,False,False
BLDR,"Builders FirstSource, Inc.",NYSE,Home Improvement Chains,60.37,70.93,4.36,5.01,2525311.3,2095268.9333333333,126491386.0,-19.98,349,-23.58,312,-30.61,363,-24.72,-2.97,False,False,False
BBAI,"BigBear.ai, Inc.",NYSE,Packaged Software,2.87,3.06,4.16,5.06,15057603.5,19382143.266666666,55626751.0,-14.58,285,-30.68,338,-29.66,357,-24.97,-1.22,False,False,False
WHR,Whirlpool Corporation,NYSE,Electronics/Appliances,35.21,39.36,4.5,5.24,2662745.8,2425992.2666666666,85419188.0,-18.84,333,-17.6,277,-38.56,388,-25.0,-2.01,False,False,False
DY,"Dycom Industries, Inc.",NYSE,Engineering & Construction,307.47,384.79,4.99,5.49,671461.5,634610.9666666667,195123834.0,-26.2,387,-34.54,367,-14.95,304,-25.23,-3.66,False,False,False
AGX,"Argan, Inc.",NYSE,Engineering & Construction,413.74,544.65,6.04,7.13,461311.6,333009.1666666667,137779213.0,-31.31,400,-33.84,360,-10.57,283,-25.24,-3.37,False,False,False
AVAV,"AeroVironment, Inc.",NASDAQ,Aerospace & Defense,146.71,158.34,5.32,6.36,2893568.9,1769135.8,259549913.0,-25.46,382,-20.1,295,-31.14,367,-25.57,-1.15,False,False,False
RKLB,Rocket Lab Corporation,NASDAQ,Aerospace & Defense,62.95,72.31,4.29,6.24,18399839.1,17928211.1,1128580889.0,-21.42,364,-46.66,399,-8.97,275,-25.68,-2.07,False,False,False
LULU,lululemon athletica inc.,NASDAQ,Apparel/Footwear,98.97,117.13,4.06,5.42,11397347.9,5630593.233333333,557259812.0,-20.74,357,-18.87,289,-37.77,386,-25.8,-2.86,False,False,False
FLY,Firefly Aerospace Inc.,NASDAQ,Aerospace & Defense,21.13,22.82,5.36,7.12,2232448.2,2719676.6,57466767.0,-20.89,359,-45.38,396,-11.37,288,-25.88,-1.04,False,False,False
RUN,Sunrun Inc.,NASDAQ,Semiconductors,8.56,10.24,4.54,6.0,6977316.5,8220200.9,70364920.0,-17.53,313,-32.28,348,-29.08,355,-26.3,-2.74,False,False,False
FRMI,Fermi Inc.,NASDAQ,Real Estate Development,5.5,6.19,6.59,8.22,15920154.7,18497655.433333334,101737105.0,-26.17,386,-20.86,300,-33.73,376,-26.92,-1.35,False,False,False
MAIR,Madison Air Solutions Corporation,NYSE,Industrial Machinery,25.21,30.76,4.86,5.82,2284615.9,2647634.2333333334,66746859.0,-22.74,369,-37.69,378,-21.22,324,-27.22,-3.1,False,False,False
BURL,"Burlington Stores, Inc.",NYSE,Apparel/Footwear Retail,239.04,326.15,4.9,4.68,1937117.4,1365119.8333333333,326318245.0,-33.5,402,-30.76,340,-19.11,316,-27.79,-5.71,False,False,False
TTAN,"ServiceTitan, Inc.",NASDAQ,Packaged Software,54.68,83.21,8.51,10.55,4604546.2,2291887.6666666665,125320418.0,-36.5,405,-19.52,291,-27.72,348,-27.91,-3.25,False,False,False
ONDS,Ondas Inc,NASDAQ,Telecommunications Equipment,7.23,7.98,5.33,6.83,56598414.2,68612219.43333334,496066347.0,-27.19,394,-26.19,320,-30.68,364,-28.02,-1.37,False,False,False
EOSE,"Eos Energy Enterprises, Inc.",NASDAQ,Electrical Products,3.95,3.92,7.01,8.78,27681139.9,26669684.033333335,105345252.0,-11.04,251,-37.3,376,-36.34,384,-28.23,0.08,False,False,False
CBRS,Cerebras Systems Inc.,NASDAQ,Packaged Software,191.93,201.79,5.92,8.52,6127154.6,7161397.5,1374487022.0,-22.86,370,-16.66,272,-45.16,396,-28.23,-0.57,False,False,False
NXT,Nextpower Inc.,NASDAQ,Electronic Equipment/Instruments,82.89,96.64,4.13,5.35,1923678.2,2311576.466666667,191606573.0,-22.91,371,-32.51,351,-29.4,356,-28.27,-2.66,False,False,False
LUNR,"Intuitive Machines, Inc.",NASDAQ,Aerospace & Defense,14.35,15.53,5.43,7.6,5785798.7,9069777.9,130151313.0,-13.87,280,-51.97,406,-19.43,318,-28.42,-1.0,False,False,False
ARRY,"Array Technologies, Inc.",NASDAQ,Electrical Products,4.62,5.35,4.66,5.81,5828710.8,6738587.466666667,31132274.0,-16.0,304,-38.89,383,-32.95,373,-29.28,-2.36,False,False,False
CAVA,"CAVA Group, Inc.",NYSE,Restaurants,55.88,66.22,4.24,5.26,2671090.9,3185916.9,178029036.0,-19.55,345,-37.21,375,-31.12,366,-29.3,-2.97,False,False,False
ASTS,"AST SpaceMobile, Inc.",NASDAQ,Specialty Telecommunications,59.86,65.04,5.86,7.33,9977165.8,10675323.9,639024889.0,-17.6,315,-38.29,382,-32.76,371,-29.55,-1.09,False,False,False
HYMC,Hycroft Mining Holding Corporation,NASDAQ,Precious Metals,21.18,22.99,7.33,8.27,1912367.7,1861278.8666666716,39421886.0,-28.61,397,-16.58,271,-46.72,399,-30.64,-0.95,False,False,False
STUB,"StubHub Holdings, Inc.",NYSE,Internet Software/Services,6.03,8.43,4.6,6.35,6048668.2,6587185.766666667,39720730.0,-26.37,388,-43.01,392,-23.09,332,-30.82,-4.48,False,False,False
JOBY,"Joby Aviation, Inc.",NYSE,Aerospace & Defense,6.39,7.5,4.15,5.46,27416967.2,28394885.066666666,181443316.0,-24.47,380,-32.24,347,-35.88,382,-30.86,-2.72,False,False,False
UAMY,United States Antimony Corporation,NYSE,Other Metals/Minerals,4.87,5.65,7.14,8.62,6865795.7,7162779.4,34882736.0,-10.48,247,-33.1,356,-50.1,403,-31.23,-1.61,False,False,False
KTOS,"Kratos Defense & Security Solutions, Inc.",NASDAQ,Aerospace & Defense,46.69,52.17,4.71,5.75,3349816.7,3684112.433333333,172011210.0,-26.88,392,-24.07,316,-48.12,400,-33.02,-1.83,False,False,False
LASR,"nLIGHT, Inc.",NASDAQ,Semiconductors,40.37,57.22,5.17,8.11,1409447.6,1466338.4666666666,59196084.0,-20.88,358,-42.43,391,-36.2,383,-33.17,-3.63,False,False,False
INIO,INNIO N.V.,NASDAQ,Electrical Products,20.35,26.18,6.25,8.04,3992907.4,3655840.533333333,74396355.0,-27.03,393,-39.0,384,-34.35,379,-33.46,-2.77,False,False,False
OKLO,Oklo Inc.,NYSE,Industrial Machinery,36.22,43.16,6.99,8.02,10242454.1,10073043.2,364845625.0,-24.42,379,-37.61,377,-40.68,391,-34.23,-2.01,False,False,False
XE,"X-Energy, Inc.",NASDAQ,Industrial Machinery,14.93,17.66,9.83,11.06,7742557.2,6309733.933333334,94204328.0,-29.04,398,-20.37,299,-53.37,405,-34.26,-1.4,False,False,False
OPEN,Opendoor Technologies Inc,NASDAQ,Real Estate Development,2.79,3.82,4.59,6.61,27830719.3,37592497.1,104883067.0,-22.93,372,-37.79,379,-43.35,395,-34.69,-4.08,False,False,False
BW,"Babcock & Wilcox Enterprises, Inc.",NYSE,Electronic Equipment/Instruments,7.94,9.24,5.97,8.8,4576308.5,5156659.633333334,40943877.0,-15.71,299,-49.87,403,-38.97,389,-34.85,-1.6,False,False,False
DKS,Dick's Sporting Goods Inc,NYSE,Specialty Stores,135.03,187.34,5.25,5.73,3375479.2,4158870.7666666666,561572320.0,-34.29,403,-39.9,387,-30.89,365,-35.03,-4.88,False,False,False
TE,T1 Energy Inc.,NYSE,Electrical Products,4.61,5.35,6.84,9.75,20145646.5,27569273.6,127094351.0,-19.12,337,-46.14,398,-41.35,393,-35.54,-1.43,False,False,False
RCAT,"Red Cat Holdings, Inc.",NASDAQ,Packaged Software,7.96,8.8,5.62,7.5,5761080.3,8184735.466666667,65150494.0,-26.84,391,-33.72,359,-51.87,404,-37.48,-1.27,False,False,False
LCID,"Lucid Group, Inc.",NASDAQ,Motor Vehicles,4.22,6.03,8.14,9.87,10168945.09999998,10535485.433333337,44459749.0,-37.3,406,-18.06,280,-57.52,407,-37.63,-3.04,False,False,False
UTI,Universal Technical Institute Inc,NYSE,Miscellaneous Commercial Services,20.31,32.6,6.05,8.03,1498415.4,1814043.3,36843219.0,-20.97,360,-50.11,404,-43.06,394,-38.05,-4.69,False,False,False
SOC,Sable Offshore Corp.,NYSE,Integrated Oil,5.17,4.53,5.7,7.49,6287803.2,8848354.9,45745995.0,8.61,78,-55.58,408,-69.18,410,-38.72,1.88,False,False,False
PL,Planet Labs PBC,NYSE,Packaged Software,16.45,22.46,6.75,7.94,15581621.8,8438811.733333332,138818453.0,-32.28,401,-51.46,405,-34.15,378,-39.29,-3.37,False,False,False
AMPX,"Amprius Technologies, Inc.",NYSE,Electrical Products,9.44,10.61,4.26,6.45,4387386.0,5384787.033333333,50832390.0,-25.14,381,-45.13,394,-48.22,401,-39.5,-1.71,False,False,False
RARE,Ultragenyx Pharmaceutical Inc.,NASDAQ,Pharmaceuticals: Major,14.3,26.32,6.31,11.82,6866585.2,3713057.066666667,53096716.0,-46.62,411,-40.61,389,-34.82,380,-40.69,-3.86,False,False,False
HTZ,"Hertz Global Holdings, Inc",NASDAQ,Finance/Rental/Leasing,2.04,2.03,6.79,8.98,14670734.8,41623932.2,84912822.0,-17.58,314,-60.16,410,-48.22,402,-41.99,0.04,False,False,False
FLNC,"Fluence Energy, Inc.",NASDAQ,Electrical Products,9.93,13.11,5.12,8.01,5662643.8,7236332.966666667,71856786.0,-26.47,390,-59.14,409,-40.75,392,-42.12,-3.03,False,False,False
KRMN,Karman Holdings Inc.,NYSE,Aerospace & Defense,35.28,49.61,7.2,8.18,3404042.7,2760426.2666666666,97387839.0,-43.18,409,-29.24,336,-65.42,409,-45.95,-3.53,False,False,False
FRVO,Fervo Energy Company,NASDAQ,Alternative Power Generation,15.59,21.29,10.06,12.33,10243684.7,5778885.333333333,90092822.0,-39.57,408,-54.76,407,-56.69,406,-50.34,-2.17,False,False,False
VISN,"Vistance Networks, Inc.",NASDAQ,Telecommunications Equipment,6.48,10.68,4.38,8.1,10182841.1,9684616.0,62756312.0,-44.85,410,-48.77,401,-63.92,408,-52.52,-4.86,False,False,False
